StartTime,ServiceName,AllocatedCPU,HealthyHosts,CPUAverage
1535309640,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535312820,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535316000,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535276700,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535263980,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535262840,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535281920,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535266020,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535269200,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535275560,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535278740,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535331660,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535344380,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535279640,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535282820,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535286000,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535343240,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535346420,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535310300,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.03
1535280600,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535286960,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535297580,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535299620,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535344200,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
1535312340,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.50
1535263500,Prod-SamsungCTV-EcsService-1QKI54202SHBC,1000,1,0.02
